DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,77 tỷ",Khu căn hộ IDICO Tân Phú,62 m²,Chưa bàn giao,"28,55 triệu/m²",2 phòng,2 phòng,12,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,67 tỷ",Osimi Tower,70 m²,Đã bàn giao,"23,86 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,13 tỷ",The Golden Star,84 m²,Đã bàn giao,"25,36 triệu/m²",3 phòng,3 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","2,7088 tỷ",Viva Plaza,59 m²,Chưa bàn giao,"45,91 triệu/m²",2 phòng,,,,,,,
"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","15,9 tỷ",The River Thủ Thiêm,94 m²,Đã bàn giao,"169,15 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,495 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"37,24 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Bắc,Nam,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",Centum Wealth Complex,68 m²,Đã bàn giao,"36,76 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,73 tỷ",Vinhomes Grand Park,81.5 m²,Đã bàn giao,"33,5 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","3,2 tỷ",The Pegasuite,75 m²,Đã bàn giao,"42,67 triệu/m²",2 phòng,2 phòng,,,Nội thất cao cấp,,,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,6 tỷ",Saigon Riverside Complex Q7,54 m²,Chưa bàn giao,"29,63 triệu/m²",1 phòng,1 phòng,,,,,,
"Đường Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,6 tỷ",Cantavil An Phú - Cantavil Premier,80 m²,Đã bàn giao,45 triệu/m²,3 phòng,1 phòng,,,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,19 tỷ",Ricca,74 m²,Đã bàn giao,"29,59 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,1 tỷ",Richmond City,65 m²,Đã bàn giao,"32,31 triệu/m²",2 phòng,2 phòng,,,,,,
"117, Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,69 tỷ",Léman Luxury Apartments,45 m²,Đã bàn giao,"37,56 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,1 tỷ","Topaz City_Block A1, B1, B2",73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,Đông Bắc,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,18 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"22,26 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","5,2 tỷ",The Everrich Infinity,75 m²,Đã bàn giao,"69,33 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Sunrise City,100 m²,Đã bàn giao,45 triệu/m²,2 phòng,,,Đã có sổ,Nội thất cao cấp,,,
"Phố 66, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6 tỷ,Tropic Garden,112 m²,Chưa bàn giao,"53,57 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh, Phường 16, Quận 8, Tp Hồ Chí Minh","2,55 tỷ",Diamond Riverside (City Gate Towers 2),73 m²,Đã bàn giao,"34,93 triệu/m²",2 phòng,2 phòng,8,Đang chờ sổ,Nội thất đầy đủ,Bắc,Nam,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",LuxGarden,77 m²,Đã bàn giao,"33,12 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",Topaz City,73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,,Hoàn thiện cơ bản,,,
"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,8 tỷ",Sadora Apartment,88 m²,Đã bàn giao,"77,27 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,95 tỷ",Saigon Riverside Complex Q7,55 m²,Chưa bàn giao,"35,45 triệu/m²",1 phòng,1 phòng,12,,,Nam,Bắc,Căn góc
"Đường Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,55 tỷ",Đạt Gia Residence Thủ Đức,60 m²,Chưa bàn giao,"25,83 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,6 tỷ",Vinhomes Grand Park,69 m²,Đã bàn giao,"37,68 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","1,7 tỷ",Diamond Riverside (City Gate Towers 2),1 m²,Chưa bàn giao,"1,7 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",Saigon Gateway,68 m²,Đã bàn giao,"26,47 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Xa Lộ Hà Nội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",Khu dân cư Gia Hòa,63 m²,Đã bàn giao,"46,03 triệu/m²",3 phòng,2 phòng,14,Đã có sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
"Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","5,1 tỷ",Florita,103 m²,Đã bàn giao,"49,51 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,685 tỷ",Topaz Elite,85 m²,Đã bàn giao,"31,59 triệu/m²",3 phòng,2 phòng,10,Đang chờ sổ,Hoàn thiện cơ bản,,,Căn góc
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Căn hộ D’Lusso,49 m²,Đã bàn giao,"55,1 triệu/m²",1 phòng,1 phòng,7,Đã có sổ,Nội thất cao cấp,Tây Bắc,Đông Nam,
"Khu đô thị Cityland Park Hills - Số 18, Khu đô thị Cityland Park Hills - Số 18 Đường Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","2,9 tỷ",Căn hộ Cityland Parkhill Gò Vấp,78 m²,Chưa bàn giao,"37,18 triệu/m²",2 phòng,2 phòng,,,,,,
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",Opal Riverside,65 m²,Đã bàn giao,"33,08 triệu/m²",2 phòng,2 phòng,,,,,,
"43, 43 Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","4,4 tỷ",Chung cư 43 Hồ Văn Huê,110 m²,Đã bàn giao,40 triệu/m²,3 phòng,3 phòng,1,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,Đông Nam,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,8 tỷ",Akari City,80 m²,Chưa bàn giao,"47,5 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,7 tỷ",Akari City,75 m²,Chưa bàn giao,36 triệu/m²,2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"278 – 283, Bến Vân Đồn, Phường 2, Quận 4, Tp Hồ Chí Minh","2,3 tỷ",Grand Riverside,78.5 m²,Đã bàn giao,"29,3 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,49 tỷ",Lexington Residence,50 m²,Đã bàn giao,"49,8 triệu/m²",1 phòng,1 phòng,14,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,45 tỷ",Dream Home Riverside,57 m²,Chưa bàn giao,"25,44 triệu/m²",2 phòng,2 phòng,8,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,Căn góc
"Số 1472, Số 1472 Số 1742 Đại Lộ Võ Văn Kiệt, Phường 3, Quận 6, Thành phố Hồ Chí Minh, Phường 3, Quận 6, Tp Hồ Chí Minh","1,86 tỷ",Viva Riverside,1 m²,Đã bàn giao,"1,86 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","1,52 tỷ",The Flemington,118 m²,Đã bàn giao,"12,88 triệu/m²",3 phòng,,8,Đã có sổ,Nội thất đầy đủ,,,
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","1,82 tỷ",Vinhomes Central Park,85 m²,Đã bàn giao,"21,41 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,Căn góc
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,8 tỷ",Lavita Charm,68 m²,Đã bàn giao,"41,18 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,7 tỷ",Centana Thủ Thiêm,61 m²,Đã bàn giao,"44,26 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",The Eastern,79 m²,Đã bàn giao,"26,58 triệu/m²",2 phòng,,,Đã có sổ,,,,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","1,72 tỷ",The Golden Star,83 m²,Đã bàn giao,"20,72 triệu/m²",3 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,25 tỷ",Vinhomes Grand Park,59 m²,Đã bàn giao,"38,14 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản,,,
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","4,2 tỷ",Botanica Premier,69 m²,Đã bàn giao,"60,87 triệu/m²",2 phòng,2 phòng,,,,,,
"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","2,3 tỷ",Osimi Tower,53 m²,Đã bàn giao,"43,4 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh","1,78 tỷ",Carina Plaza,99 m²,Đã bàn giao,"17,98 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","4,616 tỷ",Central Premium,87 m²,Đã bàn giao,"53,06 triệu/m²",3 phòng,2 phòng,20,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,33 tỷ",An Gia Star,48 m²,Chưa bàn giao,"27,71 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","2,9 tỷ",Carillon 1,60 m²,Đã bàn giao,"48,33 triệu/m²",2 phòng,,,,,,,Căn góc
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","56,175 tỷ",City Garden,321 m²,Đã bàn giao,175 triệu/m²,3 phòng,,,,,,,
"Số 243, Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh","2,1 tỷ",Summer Square,62 m²,Đã bàn giao,"33,87 triệu/m²",2 phòng,,,Đã có sổ,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,07 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"39,06 triệu/m²",1 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Vinhomes Grand Park,46 m²,Đã bàn giao,"36,96 triệu/m²",1 phòng,1 phòng,10,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,45 tỷ",Sài Gòn Intela,50 m²,Đã bàn giao,29 triệu/m²,2 phòng,2 phòng,15,,,,,
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,38 tỷ",Botanica Premier,27 m²,Đã bàn giao,"51,11 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"D1, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,35 tỷ",Him Lam Riverside - Quận 7,78 m²,Đã bàn giao,"42,95 triệu/m²",2 phòng,,,,,Đông,Tây,
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,3 tỷ",LuxGarden,69 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,2 tỷ",Masteri Thảo Điền,49 m²,Đã bàn giao,"65,31 triệu/m²",1 phòng,,,Đã có sổ,Nội thất đầy đủ,,,
"Số TA15, Đường Lê Văn Khương, Phường Thới An, Quận 12, TP Hồ Chí Minh, Phường Thới An, Quận 12, Tp Hồ Chí Minh","3,079 tỷ",Võ Đình Apartment,110.7 m²,Đã bàn giao,"27,81 triệu/m²",2 phòng,2 phòng,1,Đã có sổ,Hoàn thiện cơ bản,Tây,Đông,Căn góc
"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","3,15 tỷ",Central Plaza - 91 Phạm Văn Hai,54 m²,Đã bàn giao,"58,33 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,38 tỷ",EHome 3,50 m²,Đã bàn giao,"27,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,
"số 152 Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,9 tỷ",152 Điện Biên Phủ,77 m²,Chưa bàn giao,"50,65 triệu/m²",2 phòng,2 phòng,27,,,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,8 tỷ",Richmond City,52 m²,Đã bàn giao,"34,62 triệu/m²",1 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,05 tỷ",Vinhomes Grand Park,64.6 m²,Đã bàn giao,"47,21 triệu/m²",1 phòng,1 phòng,26,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,55 tỷ",Lotus Sen Hồng ( Violet Tower ),52 m²,Chưa bàn giao,"29,81 triệu/m²",2 phòng,2 phòng,8,,,,,
"Số 9A, đường Thạnh Xuân 13, phường Thạnh Xuân, Quận 12, TP.HCM, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","1,78 tỷ",PiCity High Park,49 m²,Đã bàn giao,"36,33 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,45 tỷ",Khu căn hộ Sacomreal-584,82 m²,Đã bàn giao,"29,88 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","3,5 tỷ",Kingdom 101,78 m²,Chưa bàn giao,"44,87 triệu/m²",2 phòng,,,,,,,
"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","4,25 tỷ",Celadon City,85 m²,Đã bàn giao,50 triệu/m²,2 phòng,,,,,,,Căn góc
"436, Đường Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2 tỷ,Hiệp Thành Building,86 m²,Đã bàn giao,"23,26 triệu/m²",2 phòng,2 phòng,,,,Bắc,,Căn góc
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,7 tỷ",Jamona City,60 m²,Chưa bàn giao,"28,33 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,,,
"37, Nguyễn Văn Hưởng, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,78 tỷ",Hoàng Anh River View,72 m²,Đã bàn giao,"24,72 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,Nội thất đầy đủ,,,
"Số 181, Số 181 Số 181 Đường Cao Thắng, Phường 12, Quận 10, Thành phố Hồ Chí Minh, Phường 12, Quận 10, Tp Hồ Chí Minh","1,4 tỷ",Charmington La Pointe,55 m²,Đã bàn giao,"25,45 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Võ Đình Apartment,90 m²,Đã bàn giao,"21,67 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Đông,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,75 tỷ",The Park Residence,60 m²,Đã bàn giao,"29,17 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Nội thất đầy đủ,Đông,Nam,
"96 đường Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh","1,35 tỷ",Vision Bình Tân,49 m²,Chưa bàn giao,"27,55 triệu/m²",1 phòng,1 phòng,,,,,,
"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,95 tỷ",Khu dân cư Greenlife - 13C,83.3 m²,Đã bàn giao,"23,41 triệu/m²",2 phòng,2 phòng,12,,,,,
"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","3,4 tỷ",Green Town Bình Tân,68 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,1,Đang chờ sổ,Nội thất cao cấp,Tây Nam,Tây Nam,
"2, Đường N4, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",3 tỷ,Celadon City,63 m²,Đã bàn giao,"47,62 triệu/m²",2 phòng,,,Đang chờ sổ,Nội thất cao cấp,,,
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","3,4977 tỷ",Sky Garden 2,89 m²,Đã bàn giao,"39,3 triệu/m²",3 phòng,,,,,,Tây,
"Lô A1, Tân Hưng, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,1 tỷ",Florita,69 m²,Đã bàn giao,"44,93 triệu/m²",2 phòng,2 phòng,,,,,,
"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,83 tỷ",Orchid Park,72 m²,Đã bàn giao,"25,42 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,36 tỷ",Opal Garden,72 m²,Đã bàn giao,"18,89 triệu/m²",2 phòng,2 phòng,8,Đã có sổ,Nội thất cao cấp,Đông Nam,,
"334, Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","5,9 tỷ",Kingdom 101,78 m²,Đã bàn giao,"75,64 triệu/m²",2 phòng,,,Đang chờ sổ,Nội thất cao cấp,,,Căn góc
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","2,34 tỷ",Dream Home Palace,79.83 m²,Chưa bàn giao,"29,31 triệu/m²",3 phòng,2 phòng,,,,Đông Bắc,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,425 tỷ",Akari City,56 m²,Đã bàn giao,"43,3 triệu/m²",2 phòng,,,,,Nam,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","2,15 tỷ",Conic Riverside,66 m²,Đã bàn giao,"32,58 triệu/m²",2 phòng,1 phòng,6,,Nội thất cao cấp,Đông Nam,,
"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,15 tỷ",The Pegasuite 2,52 m²,Chưa bàn giao,"22,12 triệu/m²",2 phòng,,,,,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","8,6 tỷ",The Everrich Infinity,111 m²,Đã bàn giao,"77,48 triệu/m²",3 phòng,2 phòng,,,,,,
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,5 tỷ",The Eastern,98 m²,Đã bàn giao,"25,51 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,835 tỷ",EHome 3,64 m²,Đã bàn giao,"28,67 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Nội thất đầy đủ,,,
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,76 tỷ",Jamona City,60 m²,Chưa bàn giao,"29,33 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Phan Chu Trinh, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,35 tỷ",Centum Wealth Complex,54 m²,Đã bàn giao,"43,52 triệu/m²",2 phòng,1 phòng,,,,,,
"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",2 tỷ,Chung cư Tây Thạnh,62 m²,Đã bàn giao,"32,26 triệu/m²",2 phòng,1 phòng,3,Đã có sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,
"10, 10 Đường Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","9,2 tỷ",Sadora Apartment,120 m²,Đã bàn giao,"76,67 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc
"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","3,42 tỷ",Celadon City,71 m²,Đã bàn giao,"48,17 triệu/m²",2 phòng,2 phòng,,,Nội thất đầy đủ,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,9 tỷ",Saigon Riverside Complex Q7,67.61 m²,Đã bàn giao,"42,89 triệu/m²",2 phòng,2 phòng,32,Đang chờ sổ,Hoàn thiện cơ bản,Nam,Bắc,Căn góc
"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","2,75 tỷ",M-One Nam Sài Gòn,68 m²,Đã bàn giao,"40,44 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,05 tỷ",The Sun Avenue,76 m²,Đã bàn giao,"53,29 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14 tỷ,The River Thủ Thiêm,94 m²,Đã bàn giao,"148,94 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,595 tỷ",Sunrise City,77 m²,Đã bàn giao,"20,71 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
